RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;Jmag;Hmag;Ksmag
266.2383332257674;-28.961014341665205;0.0001;0.0001;12.09179046440434;12.42199738719102;11.956569210765194
266.23788391116517;-28.96145308288013;0.0001;0.0001;13.917019486043333;11.859626675773164;11.80931837148271
266.2481894070255;-28.97122991123828;0.0005;0.0005;16.297555312484207;16.880058029856546;15.665432394566425
266.2401976945018;-28.96129954001879;0.0001;0.0001;13.442368732101214;11.015475028251808;10.62723341616785
266.2397543587577;-28.961753189569894;0.0001;0.0001;12.727152635975227;12.079919870425117;11.352154820728467
266.2500382476315;-28.971645541879727;0.0005;0.0005;17.321903590059208;15.596490786634659;14.837253717960053
266.24220742686225;-28.960600805832218;0.0001;0.0001;13.174987494959005;12.896504743236282;11.33405213064772
266.24174831609446;-28.96104999809579;0.0001;0.0001;12.961778087749924;12.854909997125304;10.797548533540079
266.2519878551325;-28.970858353671673;0.0005;0.0005;16.744792961188224;16.714306115742488;14.05322223111992
266.24520235909466;-28.961794520976373;0.0001;0.0001;13.808451988128436;12.215058141641277;11.717929968654186
266.2447378661522;-28.96226326487785;0.0001;0.0001;12.779748460656585;12.509594163145566;11.053936761642971
266.2549740919132;-28.971930088631332;0.0005;0.0005;17.269276140516094;15.547684423306151;14.412230257427138
266.2501874881013;-28.958811843273384;0.0001;0.0001;13.764552202393233;12.644607629447451;11.564434842838647
266.24974911521207;-28.959244752895604;0.0001;0.0001;12.490066077111353;11.234796874382978;10.951580037301799
266.2598346302161;-28.968874666405316;0.0005;0.0005;17.129140685192286;15.382671441441113;15.353811719305522
266.2571550544728;-28.95221976406256;0.0003;0.0003;14.483520844289753;13.119475791289425;11.669672825734038
266.26042988782547;-28.94806015297142;0.0003;0.0003;14.824264242955259;13.161426426788907;11.465372757785762
266.26246697630773;-28.94722230982445;0.0003;0.0003;13.400802629925309;13.641148439355772;11.929869709445653
