RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;Jmag;Hmag;Ksmag
266.238319143694;-28.961000026545538;0.0001;0.0001;12.453702907128406;12.102629538165782;11.579203454678344
266.2378832210607;-28.96146051517721;0.0001;0.0001;13.369659477169726;11.961863802968722;11.088176277291225
266.24825659362585;-28.97129667404023;0.0005;0.0005;16.87714448935925;15.119355793219137;14.796088510660862
266.2401923056653;-28.961294232539785;0.0001;0.0001;12.350903512294986;12.063102747683677;11.297741380645299
266.239760040539;-28.96174613813601;0.0001;0.0001;13.44891064972127;12.222047021355166;11.583665073855332
266.2498899014745;-28.9716410301204;0.0005;0.0005;16.45652646175791;15.587428092777659;15.261952247708976
266.2421985993128;-28.960608617548957;0.0001;0.0001;12.861725526659288;11.987370195300613;11.138745435443742
266.2417430401883;-28.961067741340596;0.0001;0.0001;13.78677832623427;12.888320036407759;11.252755013826505
266.2519120463657;-28.97077163726762;0.0005;0.0005;16.63457096364064;15.829652423907264;15.732618315766732
266.24519887094647;-28.961816606957843;0.0001;0.0001;13.97111957122141;12.03897023851962;11.419341788644452
266.24475978736007;-28.962227618566615;0.0001;0.0001;12.685527667548616;11.608241578054368;11.125533316537052
266.25507676414696;-28.971962932094772;0.0005;0.0005;17.020844674956024;16.338627565924543;15.171873105124426
266.25021495644137;-28.958789306073303;0.0001;0.0001;13.684684875240514;11.166389976664878;11.645524262165008
266.2497427196508;-28.95925610313419;0.0001;0.0001;13.144913914982947;11.191425033224775;11.82799023941271
266.26014172990466;-28.968919276346544;0.0005;0.0005;16.032258413390032;16.188863758890086;15.113570384788577
266.2565895964414;-28.95346929484875;0.0003;0.0003;14.391059057541822;12.637532852763753;12.38394059106364
266.26054383249715;-28.951110494258767;0.0003;0.0003;14.850264979227973;13.683339993825433;11.714795133366353
266.255435914638;-28.95195231926589;0.0003;0.0003;13.796371363835963;13.409917660902725;12.990716964068035
