RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;Jmag;Hmag;Ksmag
266.2383367364894;-28.96099507544613;0.0001;0.0001;13.434708267783463;12.431500822849666;10.561361689554447
266.2378945945092;-28.961459196553413;0.0001;0.0001;12.485924373020008;11.930295972948027;11.152478566440593
266.2480336746314;-28.971234762137872;0.0005;0.0005;17.051423082540296;15.892496730540664;15.326785514555281
266.2401954981151;-28.961299529159543;0.0001;0.0001;12.063835975211504;12.402719602036466;11.561371677839034
266.23977250676035;-28.96175570958087;0.0001;0.0001;12.914363455392532;11.445892473335507;11.065015495884515
266.2500301718168;-28.971571769285635;0.0005;0.0005;16.384060287427936;15.950935574982232;15.934873206042756
266.2422031158151;-28.96060142050727;0.0001;0.0001;13.81768359225666;11.32400168162392;11.971676659916216
266.2417525920547;-28.961033741903044;0.0001;0.0001;13.863405765922971;12.761214284353185;11.086974738775886
266.25212608212695;-28.970666254617438;0.0005;0.0005;16.65393637164593;15.358780349309331;14.933619754923956
266.245191988151;-28.961813085577997;0.0001;0.0001;13.908287937796919;11.92227574106434;11.527337198214884
266.24473911491447;-28.962244314957935;0.0001;0.0001;12.196367997242934;12.886361142354167;11.91716674831594
266.25498776237043;-28.97199692599258;0.0005;0.0005;16.451069768552976;16.602553568237052;15.750919658626074
266.2501787770112;-28.958807261140276;0.0001;0.0001;12.548450022916091;11.233941027532751;10.673616803923645
266.2497455154762;-28.95925513161016;0.0001;0.0001;13.311103101320853;12.529328430367261;11.715472267890672
266.2600465770066;-28.969141789448805;0.0005;0.0005;17.17523151063762;16.93472377128536;15.315334886150316
266.2608490426632;-28.94981227421336;0.0003;0.0003;14.52931507619506;12.21211052117525;11.004183802366455
266.2645248886779;-28.950013423204997;0.0003;0.0003;13.656670757670781;12.736106520166212;12.607686632237852
266.2588237021242;-28.947298308260063;0.0003;0.0003;13.880924004175707;13.688154925500882;11.152408128098704
