RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;Jmag;Hmag;Ksmag
266.2383290131531;-28.961012149830452;0.0001;0.0001;12.90217669243975;11.574206579450992;11.715770184405557
266.2378829665214;-28.961469754957754;0.0001;0.0001;13.976429887254907;12.805113077197738;10.833235593727649
266.24828340902894;-28.971262991409866;0.0005;0.0005;16.425662997138296;15.784608142167855;15.703096102774351
266.24017238504035;-28.961301304824538;0.0001;0.0001;12.611292776186236;12.833697570545553;11.276435191141934
266.2397538287024;-28.96174674536372;0.0001;0.0001;13.844764709183075;11.606761468066152;11.009716281066517
266.2498714148912;-28.971291650539275;0.0005;0.0005;17.865685065239482;15.795128103266972;14.95555609675042
266.2421861964868;-28.960583019410077;0.0001;0.0001;13.984956871850214;11.197702569117972;10.830904976710803
266.2417412988237;-28.96105438038332;0.0001;0.0001;12.56843846906311;12.55849058571896;11.284338001327827
266.25194133840495;-28.970784570994944;0.0005;0.0005;17.32233754359396;15.756738741390468;14.271346594250144
266.245216693823;-28.961795319686118;0.0001;0.0001;13.342253208940244;11.495026307000712;11.287299332179362
266.24476785168815;-28.962246898774794;0.0001;0.0001;12.719734697882133;12.595465190381878;11.4418827733434
266.2550054762363;-28.972054394544514;0.0005;0.0005;17.72382419086354;16.135148325110563;14.35165653091139
266.25021629534194;-28.958799341937176;0.0001;0.0001;12.2202103928908;12.634198157480476;10.751222461744591
266.24972705261973;-28.959243156047087;0.0001;0.0001;12.497247535022712;12.294865026017465;10.556088163158659
266.26001659569744;-28.9688398092349;0.0005;0.0005;17.751542421087706;16.0414366398427;14.070066337068097
266.2564360096888;-28.947043954113592;0.0003;0.0003;13.983952097715896;12.883758542931718;11.636869562754987
266.25784549198266;-28.9453411368751;0.0003;0.0003;13.865938661566855;13.768006065350034;12.29632624641155
266.2635842764627;-28.94647550455226;0.0003;0.0003;14.912624055579403;13.395884472406188;12.610793870788733
